Regularisierer	Zielgroesse	Top1	Trainingszeit	
2.661076	69156652.000000	68.440000	25.737554	
2.569199	69156652.000000	62.730000	25.790481	
2.479504	69156652.000000	72.990000	26.038369	
2.390715	69156652.000000	62.370000	24.879776	
2.305944	69156652.000000	32.870000	25.603834	
2.218175	69156652.000000	41.700000	25.498570	
2.129958	69156652.000000	78.610000	25.385165	
2.045415	69156652.000000	61.550000	25.606629	
1.975115	69156652.000000	40.640000	25.411799	
1.906524	69156652.000000	76.930000	26.427513	
1.840277	69156652.000000	68.370000	26.277887	
1.774262	69156652.000000	78.650000	25.659407	
1.709933	69156652.000000	70.550000	25.800446	
1.645813	69156652.000000	46.830000	25.680795	
1.582830	69156652.000000	72.520000	25.575872	
1.520114	69156652.000000	67.110000	25.530369	
1.453460	69156652.000000	42.240000	25.760762	
1.396673	69156652.000000	72.120000	25.838007	
1.343538	69156652.000000	74.920000	25.861325	
1.293013	69156652.000000	68.210000	25.685698	
1.249220	69156652.000000	62.700000	25.470173	
1.206161	69156652.000000	74.680000	25.485252	
1.166712	69156652.000000	57.780000	25.561226	
1.124016	69156652.000000	71.430000	26.229108	
1.085597	69156652.000000	68.840000	25.684909	
1.046379	69156652.000000	60.980000	25.434637	
0.000000	516739.000000	0.000000	0.000000	
2.396310	68183332.000000	47.390000	26.160753	
2.312370	68183332.000000	63.750000	25.274914	
2.233770	68183332.000000	62.660000	26.055216	
2.158846	68183332.000000	64.330000	26.148816	
2.085487	68183332.000000	72.170000	25.854941	
2.013215	68183332.000000	61.490000	26.206601	
1.942676	68183332.000000	69.350000	26.155505	
1.873716	68183332.000000	64.570000	25.864041	
1.802914	68183332.000000	64.720000	25.525463	
1.732378	68183332.000000	48.510000	26.000418	
1.667010	68183332.000000	66.560000	26.204212	
1.610146	68183332.000000	55.240000	26.035708	
1.550361	68183332.000000	58.260000	25.928831	
1.490728	68183332.000000	68.110000	26.050781	
1.434902	68183332.000000	54.210000	26.021239	
1.390335	68183332.000000	55.130000	25.831515	
1.343787	68183332.000000	68.160000	25.870522	
1.301359	68183332.000000	73.240000	25.955215	
1.260048	68183332.000000	65.030000	25.800997	
1.219365	68183332.000000	70.210000	26.325058	
1.177363	68183332.000000	57.760000	25.512174	
1.138659	68183332.000000	74.970000	25.775669	
1.102922	68183332.000000	63.240000	26.543509	
1.068378	68183332.000000	72.020000	25.478090	
1.032061	68183332.000000	62.970000	26.225870	
0.997276	68183332.000000	69.190000	26.193087	
0.964374	68183332.000000	58.620000	25.875919	
0.931180	68183332.000000	69.080000	26.631168	
0.904997	68183332.000000	69.910000	25.396405	
0.880175	68183332.000000	53.830000	25.964406	
0.000000	502450.000000	0.000000	0.000000	
2.414049	68196164.000000	48.550000	26.456276	
2.339346	68196164.000000	55.760000	25.954716	
2.264205	68196164.000000	70.770000	27.197233	
2.188396	68196164.000000	59.260000	26.626305	
2.116822	68196164.000000	71.580000	26.194710	
2.043795	68196164.000000	47.750000	26.358024	
1.969391	68196164.000000	76.060000	26.572258	
1.894338	68196164.000000	62.770000	26.441035	
1.823203	68196164.000000	65.860000	26.306775	
1.755381	68196164.000000	59.130000	26.365359	
1.701656	68196164.000000	61.640000	25.790041	
1.651519	68196164.000000	61.010000	26.241938	
1.602701	68196164.000000	74.980000	26.531136	
1.556001	68196164.000000	53.180000	26.374417	
1.504466	68196164.000000	66.840000	26.152505	
1.454570	68196164.000000	61.080000	26.575334	
1.406422	68196164.000000	75.160000	26.008622	
1.360004	68196164.000000	65.560000	26.197830	
1.315518	68196164.000000	80.460000	26.271212	
1.278232	68196164.000000	66.760000	26.675570	
1.237818	68196164.000000	76.980000	26.842799	
1.201500	68196164.000000	57.490000	26.336986	
1.165139	68196164.000000	60.660000	25.993002	
1.129370	68196164.000000	40.570000	26.848190	
1.098216	68196164.000000	68.020000	26.571778	
1.067581	68196164.000000	70.390000	26.363374	
1.033275	68196164.000000	54.230000	26.977947	
1.000863	68196164.000000	45.090000	26.567534	
0.971123	68196164.000000	61.410000	25.867121	
0.939738	68196164.000000	77.460000	26.235693	
0.000000	547875.000000	0.000000	0.000000	
nan	68551070.000000	28.680000	22.138217	
nan	68551070.000000	40.990000	22.082060	
nan	68551070.000000	50.030000	22.162390	
nan	68551070.000000	56.980000	22.230875	
nan	68551070.000000	57.080000	21.997986	
nan	68551070.000000	58.740000	21.796687	
nan	68551070.000000	66.310000	21.994603	
nan	68551070.000000	66.180000	22.025280	
nan	68551070.000000	64.100000	22.049832	
nan	68551070.000000	58.700000	22.024558	
nan	68551070.000000	67.480000	22.268869	
nan	68551070.000000	71.010000	21.968845	
nan	68551070.000000	71.270000	21.958989	
nan	68551070.000000	69.150000	22.174760	
nan	68551070.000000	72.570000	22.091691	
nan	68551070.000000	73.270000	21.977292	
nan	68551070.000000	75.010000	21.573577	
nan	68551070.000000	71.920000	21.855212	
nan	68551070.000000	76.990000	22.033700	
nan	68551070.000000	72.910000	21.699128	
nan	68551070.000000	66.850000	22.318157	
nan	68551070.000000	70.560000	21.850969	
nan	68551070.000000	78.040000	22.078825	
nan	68551070.000000	73.660000	22.060441	
nan	68551070.000000	75.570000	21.478458	
nan	68551070.000000	76.000000	22.330336	
nan	68551070.000000	73.500000	22.476526	
nan	68551070.000000	70.600000	21.960790	
nan	68551070.000000	73.100000	22.416742	
nan	68551070.000000	77.870000	22.012246	
