Regularisierer	Zielgroesse	Top1	Trainingszeit	
5.438054	68862592.000000	36.260000	23.094092	
5.360780	68862592.000000	47.490000	22.321362	
5.283350	68862592.000000	49.200000	22.944979	
5.205965	68862592.000000	56.010000	22.815323	
5.128605	68862592.000000	58.860000	23.327314	
5.051315	68862592.000000	58.450000	22.996275	
4.974132	68862592.000000	61.040000	23.375504	
4.897049	68862592.000000	62.360000	23.258523	
4.820086	68862592.000000	66.500000	23.205737	
4.743152	68862592.000000	67.150000	23.525084	
4.666310	68862592.000000	66.580000	23.671908	
4.589524	68862592.000000	63.250000	22.878275	
4.512830	68862592.000000	69.350000	23.090332	
4.436197	68862592.000000	65.860000	23.804632	
4.359689	68862592.000000	70.000000	23.626609	
4.283300	68862592.000000	70.400000	23.095227	
4.206965	68862592.000000	71.890000	23.766832	
4.130816	68862592.000000	72.710000	22.849459	
4.054636	68862592.000000	71.400000	22.689106	
3.978643	68862592.000000	72.630000	23.609930	
3.902813	68862592.000000	72.750000	23.360339	
3.827079	68862592.000000	74.280000	24.159895	
3.751586	68862592.000000	74.580000	23.226114	
3.676147	68862592.000000	74.210000	22.578047	
3.600878	68862592.000000	77.380000	23.111490	
3.525810	68862592.000000	76.620000	23.220333	
3.450931	68862592.000000	78.270000	22.212438	
3.376413	68862592.000000	77.480000	22.624766	
3.302078	68862592.000000	79.970000	22.827941	
3.227902	68862592.000000	77.840000	23.506842	
3.157097	68862592.000000	75.710000	23.530192	
3.083952	68862592.000000	78.690000	22.989359	
3.010862	68862592.000000	79.900000	22.898521	
2.938445	68862592.000000	78.870000	22.300252	
2.866657	68862592.000000	78.340000	22.822654	
2.795395	68862592.000000	79.290000	23.426901	
2.725511	68862592.000000	79.850000	23.254642	
2.656167	68862592.000000	79.680000	23.359061	
2.588544	68862592.000000	80.040000	22.329245	
2.523268	68862592.000000	79.990000	23.206102	
2.461407	68862592.000000	77.600000	23.404215	
2.405486	68862592.000000	76.620000	23.434220	
2.355225	68862592.000000	81.020000	23.404567	
2.310440	68862592.000000	77.580000	23.325055	
2.266846	68862592.000000	80.030000	22.693142	
2.223668	68862592.000000	80.090000	23.075433	
2.182341	68862592.000000	78.490000	23.122326	
2.141116	68862592.000000	73.920000	23.315856	
2.100689	68862592.000000	80.250000	23.421449	
2.060863	68862592.000000	80.750000	23.769816	
2.021788	68862592.000000	78.740000	22.519291	
1.983734	68862592.000000	80.460000	23.427257	
1.946878	68862592.000000	79.220000	23.287848	
1.910560	68862592.000000	67.890000	23.380541	
1.875142	68862592.000000	80.850000	23.030431	
1.840351	68862592.000000	79.970000	23.309600	
1.806405	68862592.000000	76.450000	23.715712	
1.774276	68862592.000000	82.540000	23.848540	
1.740419	68862592.000000	73.210000	23.815034	
1.708227	68862592.000000	80.050000	23.486113	
1.662332	67977856.000000	23.200000	23.560934	
1.620181	67977856.000000	49.050000	22.488984	
1.588048	67977856.000000	48.610000	23.664933	
1.557508	67977856.000000	49.970000	23.360505	
1.524810	67977856.000000	61.450000	22.848787	
1.493806	67977856.000000	52.770000	23.200337	
1.462671	67977856.000000	62.840000	23.381418	
1.430827	67977856.000000	68.280000	23.133818	
1.399229	67977856.000000	63.760000	23.390783	
1.368346	67977856.000000	70.520000	23.298224	
