Regularisierer	Zielgroesse	Top1	Trainingszeit	
1.337352	67977856.000000	69.470000	22.593533	
1.307785	67977856.000000	67.600000	22.946292	
1.278170	67977856.000000	71.390000	23.732263	
1.248999	67977856.000000	71.260000	23.124332	
1.219860	67977856.000000	67.070000	23.034771	
1.191982	67977856.000000	75.430000	23.041183	
1.164455	67977856.000000	75.030000	23.390831	
1.138340	67977856.000000	73.050000	23.320221	
1.114001	67977856.000000	76.000000	23.518267	
1.090623	67977856.000000	66.480000	23.219356	
1.068476	67977856.000000	69.430000	23.401097	
1.048592	67977856.000000	75.460000	22.958827	
1.030052	67977856.000000	77.490000	23.584188	
1.013473	67977856.000000	73.630000	23.305585	
0.997858	67977856.000000	71.870000	23.537147	
0.982719	67977856.000000	70.880000	23.383662	
0.968524	67977856.000000	76.190000	22.680758	
0.954077	67977856.000000	70.260000	23.368111	
0.940529	67977856.000000	66.770000	23.132763	
0.926642	67977856.000000	75.830000	23.552610	
1.782212	68391524.000000	73.070000	25.139085	
1.753698	68391524.000000	78.210000	25.750659	
1.727088	68391524.000000	78.190000	25.371684	
1.701274	68391524.000000	74.130000	25.639932	
1.675881	68391524.000000	73.870000	24.663493	
1.650426	68391524.000000	73.910000	25.041674	
1.625572	68391524.000000	79.310000	25.222186	
1.600402	68391524.000000	77.840000	24.613930	
1.576134	68391524.000000	72.580000	25.138129	
1.552228	68391524.000000	77.210000	25.156752	
1.528141	68391524.000000	76.060000	25.354360	
1.504455	68391524.000000	77.480000	25.013796	
1.480946	68391524.000000	68.380000	25.244846	
1.458271	68391524.000000	80.430000	25.177804	
1.435912	68391524.000000	74.820000	24.402527	
1.413703	68391524.000000	70.880000	25.606658	
1.391381	68391524.000000	75.940000	24.911782	
1.368983	68391524.000000	79.140000	25.377926	
1.347488	68391524.000000	80.880000	25.266880	
1.325100	68391524.000000	70.620000	26.074855	
1.303408	68391524.000000	76.550000	25.555301	
1.282447	68391524.000000	80.040000	25.283537	
1.260823	68391524.000000	80.630000	24.926897	
1.239527	68391524.000000	75.580000	25.343935	
1.217917	68391524.000000	75.110000	25.641021	
1.196222	68391524.000000	73.960000	25.245757	
1.175500	68391524.000000	78.870000	25.074573	
1.153668	68391524.000000	75.170000	25.535910	
1.133088	68391524.000000	71.470000	25.183348	
1.111403	68391524.000000	74.870000	25.675937	
1.223064	69166840.000000	28.340000	25.187283	
1.183079	69166840.000000	35.030000	24.669411	
1.153755	69166840.000000	52.730000	25.187727	
1.130097	69166840.000000	52.330000	24.966477	
1.107818	69166840.000000	53.650000	24.577347	
1.086314	69166840.000000	51.530000	25.035635	
1.063931	69166840.000000	60.310000	24.570438	
1.041850	69166840.000000	59.360000	24.814945	
1.020035	69166840.000000	58.210000	25.017489	
0.998520	69166840.000000	60.580000	24.983888	
0.976827	69166840.000000	62.160000	24.961808	
0.955327	69166840.000000	69.050000	25.157326	
0.933957	69166840.000000	73.280000	24.632340	
0.913047	69166840.000000	74.760000	25.247047	
0.891724	69166840.000000	70.670000	24.669903	
0.871260	69166840.000000	72.020000	25.217475	
0.850785	69166840.000000	72.890000	24.715533	
0.830166	69166840.000000	73.420000	25.430084	
0.809968	69166840.000000	72.170000	24.746046	
0.790695	69166840.000000	70.900000	24.904522	
0.771294	69166840.000000	77.680000	25.180651	
0.753266	69166840.000000	68.910000	25.636767	
0.734815	69166840.000000	73.790000	24.908141	
0.717376	69166840.000000	79.690000	25.170364	
0.700244	69166840.000000	78.280000	25.255820	
0.683755	69166840.000000	75.860000	25.270500	
0.668126	69166840.000000	78.030000	25.224375	
0.653286	69166840.000000	69.030000	25.482934	
0.638995	69166840.000000	74.840000	25.098030	
0.625261	69166840.000000	78.930000	25.363422	
1.499783	68624388.000000	77.540000	25.008477	
1.474105	68624388.000000	73.040000	25.122256	
1.450583	68624388.000000	68.880000	25.204309	
1.427251	68624388.000000	77.810000	25.472910	
1.404279	68624388.000000	78.960000	25.964452	
1.382184	68624388.000000	72.690000	25.143256	
1.360072	68624388.000000	78.220000	25.441475	
1.338599	68624388.000000	72.230000	24.943666	
1.317648	68624388.000000	69.100000	25.437154	
1.296673	68624388.000000	69.570000	25.499822	
1.278809	68624388.000000	76.630000	25.144939	
1.261360	68624388.000000	77.540000	25.597441	
1.243419	68624388.000000	75.490000	25.096439	
1.225992	68624388.000000	72.630000	25.746511	
1.209004	68624388.000000	73.150000	24.991025	
1.191979	68624388.000000	79.070000	25.386792	
1.174826	68624388.000000	69.310000	25.605430	
1.158416	68624388.000000	77.360000	25.456064	
1.141899	68624388.000000	80.740000	25.945436	
1.125322	68624388.000000	67.850000	25.043535	
1.109380	68624388.000000	74.960000	25.727238	
1.093533	68624388.000000	73.080000	25.012384	
1.077233	68624388.000000	72.980000	25.100100	
1.061502	68624388.000000	81.500000	25.459827	
1.046030	68624388.000000	69.610000	25.518333	
1.030460	68624388.000000	70.890000	25.463300	
1.015501	68624388.000000	80.070000	25.522945	
0.999940	68624388.000000	78.870000	25.161279	
0.984668	68624388.000000	76.760000	25.584794	
0.970534	68624388.000000	78.930000	25.975734	
nan	68046154.000000	34.070000	20.567037	
nan	68046154.000000	46.000000	20.706725	
nan	68046154.000000	52.260000	20.333348	
nan	68046154.000000	58.060000	20.550308	
nan	68046154.000000	51.120000	20.610264	
nan	68046154.000000	55.700000	20.659095	
nan	68046154.000000	71.710000	20.622592	
nan	68046154.000000	67.900000	20.477756	
nan	68046154.000000	68.880000	20.421559	
nan	68046154.000000	69.540000	20.293318	
nan	68046154.000000	69.520000	20.161999	
nan	68046154.000000	72.220000	20.240237	
nan	68046154.000000	66.160000	20.258838	
nan	68046154.000000	67.780000	20.156564	
nan	68046154.000000	73.580000	20.433562	
nan	68046154.000000	74.240000	20.856038	
nan	68046154.000000	76.970000	21.082262	
nan	68046154.000000	75.540000	20.768560	
nan	68046154.000000	74.290000	20.677845	
nan	68046154.000000	70.520000	21.143856	
nan	68046154.000000	74.360000	20.705863	
nan	68046154.000000	71.940000	19.793016	
nan	68046154.000000	77.950000	20.307843	
nan	68046154.000000	74.090000	20.196291	
nan	68046154.000000	76.500000	19.669628	
nan	68046154.000000	77.280000	20.016918	
nan	68046154.000000	77.480000	19.967012	
nan	68046154.000000	76.420000	19.609651	
nan	68046154.000000	77.440000	20.349080	
nan	68046154.000000	66.590000	19.726935	
