Regularisierer	Zielgroesse	Top1	Trainingszeit	
2.727258	68862592.000000	39.320000	22.787980	
2.706669	68862592.000000	42.640000	22.672854	
2.686006	68862592.000000	51.820000	22.976313	
2.665335	68862592.000000	56.000000	24.064878	
2.644691	68862592.000000	58.360000	23.161969	
2.624078	68862592.000000	58.140000	22.848153	
2.603468	68862592.000000	62.030000	23.228371	
2.582879	68862592.000000	60.340000	23.128366	
2.562301	68862592.000000	62.630000	23.651204	
2.541752	68862592.000000	67.470000	23.529742	
2.521209	68862592.000000	67.360000	22.949052	
2.500676	68862592.000000	67.040000	23.752154	
2.480170	68862592.000000	70.900000	23.686464	
2.459675	68862592.000000	72.870000	23.375709	
2.439176	68862592.000000	72.870000	23.769713	
2.418702	68862592.000000	74.080000	23.489554	
2.398260	68862592.000000	74.220000	23.227796	
2.377811	68862592.000000	71.940000	23.179077	
2.357409	68862592.000000	75.750000	23.411558	
2.337052	68862592.000000	76.250000	23.524733	
2.316720	68862592.000000	76.320000	22.863650	
2.296408	68862592.000000	74.140000	22.908031	
2.276077	68862592.000000	76.870000	23.231445	
2.255775	68862592.000000	76.470000	23.392223	
2.235518	68862592.000000	77.310000	23.234653	
2.215275	68862592.000000	77.230000	23.783299	
2.195034	68862592.000000	78.560000	23.056548	
2.174820	68862592.000000	78.650000	23.410382	
2.154656	68862592.000000	78.050000	23.473815	
2.134520	68862592.000000	77.650000	22.859070	
2.115216	68862592.000000	79.040000	23.141706	
2.095128	68862592.000000	80.980000	23.406559	
2.075047	68862592.000000	79.890000	24.110967	
2.054991	68862592.000000	79.600000	23.517654	
2.034980	68862592.000000	80.540000	23.444315	
2.015012	68862592.000000	80.830000	24.163855	
1.995044	68862592.000000	80.000000	23.694356	
1.975130	68862592.000000	81.340000	23.612947	
1.955273	68862592.000000	81.520000	23.086323	
1.935405	68862592.000000	81.390000	23.898831	
1.915592	68862592.000000	80.210000	23.840088	
1.895805	68862592.000000	82.010000	23.421679	
1.876092	68862592.000000	82.350000	23.391492	
1.856385	68862592.000000	81.960000	23.718874	
1.836660	68862592.000000	80.260000	23.167374	
1.816980	68862592.000000	80.020000	22.513267	
1.797364	68862592.000000	81.760000	23.280977	
1.777806	68862592.000000	80.620000	22.854474	
1.758304	68862592.000000	80.830000	23.845850	
1.738856	68862592.000000	81.240000	23.792290	
1.719378	68862592.000000	84.020000	23.509438	
1.699997	68862592.000000	82.380000	24.136195	
1.680667	68862592.000000	81.130000	22.809223	
1.661384	68862592.000000	78.850000	23.128517	
1.642215	68862592.000000	83.030000	23.317825	
1.622973	68862592.000000	83.690000	23.667320	
1.603825	68862592.000000	82.770000	23.649268	
1.584704	68862592.000000	80.130000	23.722150	
1.565745	68862592.000000	82.960000	23.047496	
1.546826	68862592.000000	83.130000	23.085352	
1.528655	68862592.000000	83.510000	23.198952	
1.509869	68862592.000000	82.960000	23.367367	
1.491098	68862592.000000	81.130000	23.078464	
1.472539	68862592.000000	81.740000	22.988453	
1.453936	68862592.000000	84.200000	23.056399	
1.435464	68862592.000000	83.700000	23.221526	
