Regularisierer	Zielgroesse	Top1	Trainingszeit	
1.417148	68862592.000000	80.620000	22.905701	
1.398734	68862592.000000	83.890000	23.695126	
1.380613	68862592.000000	81.720000	22.869467	
1.362605	68862592.000000	81.820000	23.244761	
1.344775	68862592.000000	83.450000	23.276741	
1.327150	68862592.000000	82.510000	23.335034	
1.309634	68862592.000000	83.470000	23.831462	
1.292143	68862592.000000	77.540000	23.067500	
1.274969	68862592.000000	83.240000	22.990617	
1.258150	68862592.000000	84.950000	23.808291	
1.241724	68862592.000000	81.580000	23.677327	
1.225713	68862592.000000	82.800000	22.759349	
1.210099	68862592.000000	83.610000	23.691681	
1.195236	68862592.000000	81.700000	23.822712	
1.181028	68862592.000000	82.470000	23.747274	
1.167382	68862592.000000	80.350000	23.940358	
1.154802	68862592.000000	82.880000	24.459183	
1.142529	68862592.000000	82.100000	23.755598	
1.130484	68862592.000000	82.510000	24.190121	
1.118712	68862592.000000	82.090000	24.015017	
1.107166	68862592.000000	80.940000	23.869600	
1.095681	68862592.000000	83.550000	24.112470	
1.084473	68862592.000000	84.280000	24.488427	
1.073658	68862592.000000	82.790000	24.260137	
1.062954	68862592.000000	82.400000	24.286638	
1.052162	68862592.000000	80.870000	24.032338	
1.041508	68862592.000000	81.350000	23.689813	
1.030745	68862592.000000	81.730000	23.850880	
1.020474	68862592.000000	82.960000	24.321855	
1.010432	68862592.000000	83.180000	24.236939	
1.000295	68862592.000000	84.940000	24.359179	
0.990279	68862592.000000	85.060000	24.502798	
0.980444	68862592.000000	80.380000	23.707666	
0.970934	68862592.000000	82.730000	23.523246	
0.961335	68862592.000000	80.710000	24.145218	
0.951876	68862592.000000	82.790000	23.134374	
0.942883	68862592.000000	82.890000	23.963452	
0.933285	68862592.000000	83.060000	24.026849	
0.924307	68862592.000000	82.100000	23.631228	
0.915350	68862592.000000	81.900000	23.767635	
0.906337	68862592.000000	83.250000	24.526582	
0.897745	68862592.000000	81.970000	24.487551	
0.889111	68862592.000000	84.940000	24.879630	
0.880206	68862592.000000	84.240000	24.046426	
0.872102	68862592.000000	84.440000	23.562762	
0.863516	68862592.000000	84.670000	23.945269	
0.855027	68862592.000000	84.470000	24.220309	
0.846549	68862592.000000	83.780000	24.176617	
0.838402	68862592.000000	84.300000	23.789338	
0.829902	68862592.000000	80.530000	24.174273	
0.821490	68862592.000000	80.050000	23.371678	
0.813331	68862592.000000	82.360000	23.710475	
0.805407	68862592.000000	83.050000	24.087812	
0.797346	68862592.000000	83.970000	23.560039	
0.788998	68862592.000000	82.080000	23.855561	
0.781393	68862592.000000	72.020000	24.460600	
0.773380	68862592.000000	82.690000	24.008430	
0.765417	68862592.000000	85.260000	23.810813	
0.757617	68862592.000000	83.540000	24.622586	
0.750121	68862592.000000	81.800000	23.661316	
0.741945	68862592.000000	81.980000	23.813409	
0.733908	68862592.000000	83.880000	24.552891	
0.726126	68862592.000000	84.440000	23.162328	
0.718696	68862592.000000	83.400000	23.902412	
0.710959	68862592.000000	84.170000	24.531318	
0.703439	68862592.000000	80.760000	23.028350	
0.695603	68862592.000000	83.220000	23.473725	
0.688435	68862592.000000	75.000000	24.872648	
0.681224	68862592.000000	81.670000	23.004070	
0.673776	68862592.000000	81.780000	24.753695	
0.666453	68862592.000000	76.040000	24.425935	
0.658869	68862592.000000	83.980000	23.449908	
0.651311	68862592.000000	85.370000	23.893099	
0.644565	68862592.000000	83.310000	24.336908	
0.637812	68862592.000000	83.740000	23.690772	
0.631268	68862592.000000	84.590000	24.326828	
0.624622	68862592.000000	78.390000	23.041130	
0.617611	68862592.000000	82.770000	23.635291	
0.611072	68862592.000000	80.030000	24.864484	
0.604227	68862592.000000	82.930000	23.615504	
0.597397	68862592.000000	83.190000	23.764254	
0.591218	68862592.000000	74.080000	24.371383	
0.585510	68862592.000000	82.730000	23.810697	
0.579767	68862592.000000	84.060000	23.554763	
0.573440	68862592.000000	84.520000	23.842185	
0.568199	68862592.000000	84.570000	23.878307	
0.562784	68862592.000000	77.630000	24.217930	
0.557561	68862592.000000	80.200000	24.103592	
0.552869	68862592.000000	80.800000	23.306657	
0.547810	68862592.000000	80.860000	23.920795	
0.542694	68862592.000000	79.470000	24.485497	
0.537753	68862592.000000	83.100000	23.611475	
0.533047	68862592.000000	77.110000	24.491956	
0.528970	68862592.000000	83.340000	23.331480	
0.524360	68862592.000000	82.890000	23.444569	
0.520034	68862592.000000	82.920000	24.037493	
0.515956	68862592.000000	82.530000	23.872735	
0.512124	68862592.000000	83.290000	24.205693	
0.508914	68862592.000000	84.410000	24.309244	
0.504409	68862592.000000	82.880000	24.111678	
0.500797	68862592.000000	85.310000	24.025532	
0.497233	68862592.000000	82.330000	24.361670	
0.493167	68862592.000000	82.060000	23.720417	
0.489485	68862592.000000	84.320000	23.962764	
0.485829	68862592.000000	83.720000	23.655420	
0.481684	68862592.000000	82.580000	24.211281	
0.477540	68862592.000000	80.510000	23.576402	
0.474647	68862592.000000	83.530000	23.929192	
0.471414	68862592.000000	81.890000	24.661964	
0.467539	68862592.000000	71.990000	23.937566	
0.463841	68862592.000000	84.790000	23.969224	
0.460636	68862592.000000	80.710000	24.097929	
0.457839	68862592.000000	81.990000	24.035466	
0.454399	68862592.000000	81.520000	23.922405	
nan	68862592.000000	32.610000	19.186973	
nan	68862592.000000	45.770000	18.585479	
nan	68862592.000000	50.160000	18.684418	
nan	68862592.000000	59.080000	18.682237	
nan	68862592.000000	59.660000	18.532271	
nan	68862592.000000	55.610000	18.409453	
nan	68862592.000000	66.180000	18.897323	
nan	68862592.000000	66.970000	18.983142	
nan	68862592.000000	66.380000	18.966884	
nan	68862592.000000	74.610000	19.084346	
nan	68862592.000000	76.060000	18.578015	
nan	68862592.000000	68.580000	18.960646	
nan	68862592.000000	74.340000	19.310602	
nan	68862592.000000	75.270000	18.671671	
nan	68862592.000000	75.970000	19.049003	
nan	68862592.000000	74.280000	18.811415	
nan	68862592.000000	65.170000	19.362817	
nan	68862592.000000	75.030000	20.141896	
nan	68862592.000000	80.430000	20.199525	
nan	68862592.000000	79.260000	20.050721	
nan	68862592.000000	75.840000	20.225986	
nan	68862592.000000	80.990000	20.054199	
nan	68862592.000000	75.140000	19.914427	
nan	68862592.000000	78.160000	20.356893	
nan	68862592.000000	80.310000	19.880237	
nan	68862592.000000	79.960000	20.051448	
nan	68862592.000000	76.050000	20.393826	
nan	68862592.000000	80.870000	20.578810	
nan	68862592.000000	73.350000	20.268535	
nan	68862592.000000	68.980000	19.967849	
