Regularisierer	Zielgroesse	Top1	Trainingszeit	
12.284767	68862592.000000	10.110000	25.912855	
4.037824	68862592.000000	10.000000	26.028811	
4.032850	68862592.000000	10.000000	25.790215	
4.045732	68862592.000000	9.920000	25.587788	
4.074751	68862592.000000	13.740000	26.164077	
4.093151	68862592.000000	10.350000	26.235293	
4.051718	68862592.000000	10.000000	25.742417	
4.055624	68862592.000000	8.930000	25.952759	
4.091033	68862592.000000	15.550000	25.880720	
4.082545	68862592.000000	10.000000	26.064517	
4.285817	68862592.000000	10.000000	26.905180	
4.042230	68862592.000000	10.000000	25.823490	
4.038232	68862592.000000	10.000000	26.282693	
4.333057	68862592.000000	17.650000	25.961875	
5.067817	68862592.000000	9.990000	25.282544	
4.031290	68862592.000000	10.000000	25.265746	
4.023270	68862592.000000	9.990000	25.025499	
4.035617	68862592.000000	10.470000	24.340250	
4.020494	68862592.000000	10.000000	25.213139	
4.030168	68862592.000000	10.000000	25.025689	
4.032081	68862592.000000	10.000000	24.808907	
4.039649	68862592.000000	10.000000	24.684184	
4.044970	68862592.000000	10.000000	25.078274	
4.031461	68862592.000000	10.000000	25.114720	
4.028678	68862592.000000	13.590000	24.840906	
4.148393	68862592.000000	10.000000	25.209475	
4.002527	68862592.000000	10.000000	24.415373	
4.018714	68862592.000000	9.970000	25.165847	
4.031083	68862592.000000	10.000000	25.214661	
4.060195	68862592.000000	17.720000	24.959961	
8.741997	70122424.000000	10.010000	28.144698	
5.490346	70122424.000000	10.070000	27.635097	
7.319733	70122424.000000	20.640000	27.744347	
7.219809	70122424.000000	14.190000	28.157353	
5.945249	70122424.000000	10.000000	28.209521	
5.141856	70122424.000000	9.830000	28.636495	
5.146745	70122424.000000	10.000000	28.026067	
5.166962	70122424.000000	9.650000	27.410701	
5.176716	70122424.000000	10.000000	27.714439	
5.214579	70122424.000000	10.980000	27.613306	
5.224833	70122424.000000	10.000000	27.848071	
5.218370	70122424.000000	10.000000	28.195258	
5.241002	70122424.000000	10.000000	27.605122	
6.498841	70122424.000000	10.610000	27.920622	
5.516345	70122424.000000	19.780000	27.692289	
5.345390	70122424.000000	18.590000	27.893850	
5.917109	70122424.000000	16.300000	27.074909	
8.406947	70122424.000000	9.180000	27.676985	
10.134062	70122424.000000	12.420000	27.911310	
5.596043	70122424.000000	10.000000	27.924337	
7.137915	70122424.000000	18.390000	27.695564	
6.338093	70122424.000000	15.840000	26.908944	
5.956259	70122424.000000	19.130000	27.436456	
5.689986	70122424.000000	16.970000	28.045414	
5.339967	70122424.000000	10.000000	28.181385	
5.214701	70122424.000000	10.000000	27.022650	
5.216831	70122424.000000	10.000000	28.011687	
5.222323	70122424.000000	10.000000	27.761794	
5.223357	70122424.000000	10.000000	27.024601	
5.226707	70122424.000000	10.000000	27.681853	
6.400760	68466104.000000	10.000000	28.841657	
5.704392	68466104.000000	10.000000	28.529200	
5.874438	68466104.000000	10.000000	29.207440	
5.909641	68466104.000000	11.940000	28.623857	
5.855827	68466104.000000	10.000000	28.135118	
5.802757	68466104.000000	10.000000	28.505997	
5.823373	68466104.000000	4.910000	27.806632	
5.983269	68466104.000000	6.680000	27.838081	
7.777811	68466104.000000	19.490000	28.190012	
6.783295	68466104.000000	14.410000	27.857169	
7.191790	68466104.000000	10.010000	28.660816	
7.139848	68466104.000000	22.150000	28.133343	
7.213560	68466104.000000	10.000000	28.421010	
8.690069	68466104.000000	10.000000	27.851454	
7.034309	68466104.000000	10.000000	28.445828	
