Regularisierer	Zielgroesse	Top1	Trainingszeit	
1.589375	68623016.000000	66.650000	23.687589	
1.535380	68623016.000000	73.790000	24.345855	
1.481175	68623016.000000	58.040000	24.498853	
0.000000	501143.000000	0.000000	0.000000	
2.102306	68180688.000000	75.440000	25.588496	
2.018749	68180688.000000	66.710000	25.814201	
1.942847	68180688.000000	67.550000	25.915319	
1.870980	68180688.000000	71.880000	25.855517	
1.800007	68180688.000000	73.290000	26.288939	
1.728103	68180688.000000	71.280000	25.250879	
1.657042	68180688.000000	68.960000	26.161395	
1.587908	68180688.000000	73.580000	26.083447	
1.518985	68180688.000000	72.220000	26.099411	
1.449186	68180688.000000	55.020000	25.664788	
1.384223	68180688.000000	70.540000	25.743956	
1.320167	68180688.000000	62.300000	25.939927	
1.256738	68180688.000000	76.930000	25.677207	
1.197395	68180688.000000	75.800000	25.523479	
1.137254	68180688.000000	69.380000	25.694704	
1.080168	68180688.000000	68.340000	26.013207	
1.026016	68180688.000000	36.860000	25.590764	
0.977473	68180688.000000	58.090000	26.137686	
0.936959	68180688.000000	63.220000	26.151349	
0.901538	68180688.000000	65.220000	25.776788	
0.871486	68180688.000000	56.450000	25.437963	
0.843587	68180688.000000	68.330000	26.010865	
0.816474	68180688.000000	67.020000	25.963943	
0.792626	68180688.000000	74.690000	25.891729	
0.769672	68180688.000000	61.950000	25.716109	
0.747154	68180688.000000	70.120000	26.114772	
0.726120	68180688.000000	48.220000	25.990441	
0.703831	68180688.000000	78.460000	25.702858	
0.683648	68180688.000000	65.740000	25.730624	
0.664083	68180688.000000	60.080000	25.926121	
0.000000	484614.000000	0.000000	0.000000	
1.766027	68270058.000000	66.940000	25.016473	
1.718350	68270058.000000	65.780000	25.231762	
1.674753	68270058.000000	61.200000	24.812757	
1.631554	68270058.000000	71.400000	24.671022	
1.587308	68270058.000000	72.100000	24.802987	
1.544486	68270058.000000	59.410000	24.830683	
1.501854	68270058.000000	64.060000	24.798879	
1.461959	68270058.000000	66.720000	24.608687	
1.423483	68270058.000000	59.170000	24.636317	
1.386690	68270058.000000	59.700000	25.365442	
1.351243	68270058.000000	65.910000	25.072496	
1.316446	68270058.000000	60.300000	24.620590	
1.280781	68270058.000000	73.610000	24.726661	
1.247200	68270058.000000	67.930000	24.929162	
1.212841	68270058.000000	79.980000	24.825973	
1.183493	68270058.000000	61.650000	24.971040	
1.152804	68270058.000000	68.250000	25.021694	
1.122957	68270058.000000	57.620000	24.013392	
1.094739	68270058.000000	66.220000	24.618059	
1.070814	68270058.000000	76.860000	24.673028	
1.044545	68270058.000000	61.180000	24.169548	
1.018001	68270058.000000	77.130000	24.944729	
0.992333	68270058.000000	62.610000	24.796354	
0.968440	68270058.000000	73.390000	24.685802	
0.942761	68270058.000000	75.980000	25.343572	
0.917644	68270058.000000	60.670000	24.869599	
0.891755	68270058.000000	76.210000	24.880870	
0.867308	68270058.000000	67.050000	24.513678	
0.840972	68270058.000000	53.470000	25.082842	
0.818670	68270058.000000	75.310000	24.564606	
0.000000	520317.000000	0.000000	0.000000	
1.704556	69202106.000000	81.010000	24.977823	
1.657847	69202106.000000	77.460000	25.081032	
1.609457	69202106.000000	51.360000	25.328337	
1.562592	69202106.000000	73.270000	25.502186	
1.519641	69202106.000000	68.440000	24.909788	
1.480245	69202106.000000	73.610000	25.017505	
1.440765	69202106.000000	75.960000	25.162189	
1.400489	69202106.000000	74.830000	24.578781	
1.360868	69202106.000000	68.950000	25.062037	
1.326284	69202106.000000	62.490000	25.662552	
1.288770	69202106.000000	70.070000	25.431260	
1.254764	69202106.000000	76.120000	25.537596	
1.221284	69202106.000000	70.890000	25.560489	
1.187597	69202106.000000	75.380000	25.373694	
1.154707	69202106.000000	73.000000	25.676176	
1.120339	69202106.000000	72.780000	24.853660	
1.092778	69202106.000000	68.060000	25.281350	
1.062562	69202106.000000	74.840000	25.372403	
1.034557	69202106.000000	68.100000	24.433308	
1.007952	69202106.000000	72.020000	25.348963	
0.978538	69202106.000000	69.640000	25.144082	
0.950844	69202106.000000	74.560000	25.381981	
0.922181	69202106.000000	73.890000	25.528776	
0.894769	69202106.000000	72.830000	25.086912	
0.866509	69202106.000000	67.450000	25.219756	
0.838730	69202106.000000	74.680000	25.673197	
0.811576	69202106.000000	47.890000	25.992557	
0.784704	69202106.000000	78.280000	25.227856	
0.758506	69202106.000000	78.600000	24.849178	
0.730540	69202106.000000	74.430000	25.030580	
0.000000	550961.000000	0.000000	0.000000	
1.458460	68941824.000000	69.880000	25.243728	
1.406445	68941824.000000	44.560000	25.279508	
1.363491	68941824.000000	58.630000	24.901304	
1.326400	68941824.000000	63.900000	25.275632	
1.295191	68941824.000000	69.100000	25.133997	
1.262640	68941824.000000	73.160000	25.593165	
1.230114	68941824.000000	62.860000	24.778864	
1.198987	68941824.000000	48.230000	25.062071	
1.167423	68941824.000000	72.390000	25.277648	
1.136499	68941824.000000	42.730000	25.296723	
1.105694	68941824.000000	74.690000	25.444376	
1.079116	68941824.000000	70.020000	26.191712	
1.050117	68941824.000000	78.760000	24.956324	
1.023924	68941824.000000	49.500000	25.533740	
0.997653	68941824.000000	76.210000	25.560404	
0.972413	68941824.000000	71.730000	25.610186	
0.946589	68941824.000000	68.070000	25.301937	
0.921594	68941824.000000	54.070000	24.916804	
0.897118	68941824.000000	57.470000	24.710042	
0.872993	68941824.000000	48.430000	24.859803	
0.854706	68941824.000000	74.750000	24.954739	
0.827474	68941824.000000	60.900000	25.619133	
0.802072	68941824.000000	62.090000	25.357983	
0.777520	68941824.000000	71.170000	25.634943	
0.753265	68941824.000000	76.690000	25.299162	
0.730419	68941824.000000	68.930000	25.411414	
0.707386	68941824.000000	68.300000	25.490765	
0.684997	68941824.000000	62.330000	25.174144	
0.662939	68941824.000000	67.240000	25.278507	
0.645001	68941824.000000	62.420000	25.601160	
0.000000	511503.000000	0.000000	0.000000	
nan	68530680.000000	46.300000	20.340209	
nan	68530680.000000	53.860000	20.216086	
nan	68530680.000000	57.820000	20.581431	
nan	68530680.000000	63.850000	21.243698	
nan	68530680.000000	66.020000	20.481989	
nan	68530680.000000	61.740000	20.536246	
nan	68530680.000000	65.600000	20.424747	
nan	68530680.000000	67.660000	20.616213	
nan	68530680.000000	56.740000	21.043523	
nan	68530680.000000	57.180000	21.039724	
nan	68530680.000000	71.630000	20.943851	
nan	68530680.000000	74.220000	20.558307	
nan	68530680.000000	72.110000	20.442877	
nan	68530680.000000	78.190000	20.823180	
nan	68530680.000000	70.570000	20.932953	
nan	68530680.000000	75.340000	21.067261	
nan	68530680.000000	74.160000	20.908670	
nan	68530680.000000	75.930000	20.438625	
nan	68530680.000000	74.760000	20.459440	
nan	68530680.000000	75.260000	21.141219	
nan	68530680.000000	76.820000	20.775796	
nan	68530680.000000	71.300000	20.382778	
nan	68530680.000000	62.410000	20.659867	
nan	68530680.000000	78.860000	20.676607	
nan	68530680.000000	69.280000	19.783177	
nan	68530680.000000	71.800000	19.726421	
nan	68530680.000000	75.580000	20.185272	
nan	68530680.000000	76.910000	19.727311	
nan	68530680.000000	69.870000	19.783281	
nan	68530680.000000	78.920000	19.738505	
