Regularisierer	Zielgroesse	Top1	Trainingszeit	
10.809436	68862592.000000	36.140000	22.980162	
10.510906	68862592.000000	44.640000	22.502643	
10.211905	68862592.000000	50.580000	23.200336	
9.913119	68862592.000000	53.160000	23.221349	
9.614522	68862592.000000	58.390000	23.819225	
9.316136	68862592.000000	59.620000	23.514654	
9.018175	68862592.000000	62.670000	23.562171	
8.720652	68862592.000000	63.680000	23.935330	
8.423591	68862592.000000	65.780000	23.066319	
8.127068	68862592.000000	67.110000	23.313524	
7.830787	68862592.000000	67.610000	23.274525	
7.535185	68862592.000000	67.350000	23.498506	
7.240272	68862592.000000	70.780000	23.261091	
6.946357	68862592.000000	70.330000	23.569125	
6.653459	68862592.000000	70.420000	23.665517	
6.362281	68862592.000000	72.490000	23.174885	
6.073155	68862592.000000	70.100000	23.731199	
5.787683	68862592.000000	74.450000	24.085007	
5.506999	68862592.000000	70.850000	23.294641	
5.234282	68862592.000000	72.260000	23.616205	
4.976628	68862592.000000	70.900000	23.673720	
4.761789	68862592.000000	60.730000	23.207993	
4.586566	68862592.000000	66.740000	23.162134	
4.421918	68862592.000000	72.950000	22.949022	
4.265871	68862592.000000	69.680000	23.443161	
4.111707	68862592.000000	71.660000	23.098119	
3.963066	68862592.000000	62.660000	23.296750	
3.816302	68862592.000000	64.260000	23.646271	
3.676788	68862592.000000	64.530000	23.513823	
3.544287	68862592.000000	65.840000	23.950197	
0.000000	453808.000000	0.000000	0.000000	
4.267772	68623016.000000	69.900000	23.579501	
4.111434	68623016.000000	61.290000	23.885844	
3.956354	68623016.000000	65.940000	24.478119	
3.804154	68623016.000000	64.700000	24.345293	
3.651576	68623016.000000	76.090000	24.694487	
3.499537	68623016.000000	76.270000	23.643989	
3.349756	68623016.000000	66.370000	24.137455	
3.203241	68623016.000000	73.350000	24.235117	
3.058101	68623016.000000	70.040000	24.048756	
2.921004	68623016.000000	38.800000	23.728705	
2.795116	68623016.000000	71.730000	24.050919	
2.689513	68623016.000000	59.670000	23.781868	
2.602712	68623016.000000	74.600000	23.935920	
2.520513	68623016.000000	67.740000	23.882161	
2.444179	68623016.000000	56.980000	24.001757	
2.367094	68623016.000000	65.210000	24.422270	
2.292181	68623016.000000	64.750000	24.373155	
2.217680	68623016.000000	73.240000	23.813185	
2.144747	68623016.000000	61.470000	24.429775	
2.072827	68623016.000000	68.700000	23.837599	
2.001782	68623016.000000	49.200000	23.951945	
1.938037	68623016.000000	74.860000	24.163621	
1.874729	68623016.000000	64.790000	24.200468	
1.814459	68623016.000000	58.040000	24.322325	
1.754650	68623016.000000	60.910000	24.505946	
1.699552	68623016.000000	64.680000	24.093023	
1.644814	68623016.000000	49.420000	24.460272	
