Regularisierer	Zielgroesse	Top1	Trainingszeit	
5.715904	68862592.000000	13.330000	23.136990	
0.680979	68862592.000000	10.050000	23.090952	
0.497124	68862592.000000	10.000000	23.340935	
0.553080	68862592.000000	12.080000	23.126905	
0.501574	68862592.000000	9.900000	23.357908	
0.604201	68862592.000000	10.000000	22.617417	
1.568570	68862592.000000	9.750000	22.916471	
0.451147	68862592.000000	15.080000	22.989576	
1.028935	68862592.000000	10.210000	23.207155	
1.050164	68862592.000000	10.000000	23.070523	
0.738337	68862592.000000	10.000000	23.354477	
2.800756	68862592.000000	10.010000	25.043659	
0.634244	68862592.000000	10.430000	25.291955	
0.669853	68862592.000000	10.500000	26.175298	
0.680588	68862592.000000	10.010000	25.419521	
0.624222	68862592.000000	10.010000	25.395579	
0.538263	68862592.000000	22.710000	25.399283	
0.424835	68862592.000000	13.280000	25.303078	
0.416315	68862592.000000	10.000000	25.104348	
0.465375	68862592.000000	10.800000	25.967611	
0.433772	68862592.000000	9.880000	25.670378	
0.444219	68862592.000000	11.870000	25.119938	
0.433375	68862592.000000	14.440000	25.182098	
0.443350	68862592.000000	20.810000	25.538295	
0.426853	68862592.000000	9.230000	25.004434	
0.701969	68862592.000000	15.850000	25.329857	
0.425950	68862592.000000	18.130000	25.340549	
0.426542	68862592.000000	14.490000	25.408777	
0.424516	68862592.000000	10.000000	25.216574	
0.441709	68862592.000000	20.260000	24.525697	
3.006479	68915424.000000	17.420000	29.644701	
1.018241	68915424.000000	13.680000	29.481155	
0.948616	68915424.000000	14.150000	29.121209	
0.899785	68915424.000000	17.710000	29.716918	
1.005031	68915424.000000	10.700000	29.099262	
0.910228	68915424.000000	14.600000	29.550843	
0.857186	68915424.000000	20.660000	29.653231	
0.855879	68915424.000000	24.780000	29.554517	
0.862226	68915424.000000	18.400000	29.920519	
1.214211	68915424.000000	13.170000	29.431736	
0.910044	68915424.000000	10.410000	29.476543	
0.969472	68915424.000000	18.750000	29.374433	
0.902268	68915424.000000	11.150000	28.776362	
0.883047	68915424.000000	23.070000	29.908673	
9.203866	68915424.000000	22.820000	29.729235	
6.328813	68915424.000000	10.000000	29.481885	
4.477098	68915424.000000	24.050000	29.474251	
2.812215	68915424.000000	9.530000	29.563481	
5.675147	68915424.000000	22.450000	29.716635	
1.149362	68915424.000000	10.010000	29.559200	
0.914841	68915424.000000	18.100000	29.989844	
1.188309	68915424.000000	20.610000	29.490430	
0.961843	68915424.000000	11.630000	29.869062	
1.089434	68915424.000000	14.440000	28.466835	
0.894902	68915424.000000	11.930000	29.745519	
0.908697	68915424.000000	20.360000	29.656174	
1.009804	68915424.000000	25.740000	29.412613	
0.919535	68915424.000000	10.360000	29.388099	
0.901464	68915424.000000	10.030000	29.993127	
