Regularisierer	Zielgroesse	Top1	Trainingszeit	
1.029756	68915424.000000	10.270000	29.659623	
5.710661	68097384.000000	10.000000	28.582587	
2.029085	68097384.000000	11.000000	28.043164	
1.114268	68097384.000000	22.900000	28.661529	
1.078470	68097384.000000	11.090000	28.923040	
1.096551	68097384.000000	10.000000	28.783032	
1.324544	68097384.000000	10.820000	28.499247	
1.157003	68097384.000000	9.990000	28.335489	
1.260660	68097384.000000	10.470000	28.922780	
1.673576	68097384.000000	13.200000	28.652358	
1.140078	68097384.000000	10.010000	26.491208	
2.281586	68097384.000000	10.030000	29.336643	
2.777835	68097384.000000	10.050000	26.526719	
1.374234	68097384.000000	16.700000	25.923908	
1.548331	68097384.000000	14.260000	26.604689	
1.150330	68097384.000000	13.710000	26.668676	
1.208486	68097384.000000	21.550000	26.359663	
1.251455	68097384.000000	32.140000	26.328207	
1.120029	68097384.000000	11.740000	26.487940	
1.069482	68097384.000000	15.820000	25.796283	
1.124366	68097384.000000	10.380000	26.673970	
1.208869	68097384.000000	32.220000	26.285067	
1.398485	68097384.000000	15.610000	26.347601	
1.672192	68097384.000000	24.980000	26.466333	
2.106535	68097384.000000	17.460000	26.463560	
1.305344	68097384.000000	17.560000	26.413813	
1.725956	68097384.000000	10.000000	26.078942	
1.192878	68097384.000000	26.740000	26.707613	
1.485480	68097384.000000	9.980000	26.850495	
1.203899	68097384.000000	28.190000	26.497792	
1.124879	68097384.000000	13.970000	26.181953	
1.207242	68625010.000000	27.810000	26.728213	
1.258644	68625010.000000	10.000000	25.920424	
1.537413	68625010.000000	10.000000	26.536398	
2.036703	68625010.000000	12.710000	26.394464	
2.392244	68625010.000000	23.120000	26.084896	
1.408059	68625010.000000	15.210000	26.433951	
1.851411	68625010.000000	30.370000	26.051280	
1.356072	68625010.000000	10.900000	26.226807	
1.377370	68625010.000000	11.050000	26.225337	
6.344869	68625010.000000	25.310000	25.863326	
4.544253	68625010.000000	11.470000	25.921054	
2.961000	68625010.000000	20.260000	26.258394	
2.168793	68625010.000000	28.380000	25.794551	
1.916327	68625010.000000	15.250000	26.405442	
2.375727	68625010.000000	11.780000	25.942064	
1.477149	68625010.000000	8.820000	25.929150	
1.409580	68625010.000000	23.090000	26.424268	
2.253102	68625010.000000	14.900000	25.652321	
1.370874	68625010.000000	24.580000	25.986639	
1.795756	68625010.000000	12.750000	25.908022	
1.413732	68625010.000000	14.240000	26.242605	
1.182281	68625010.000000	10.740000	26.176157	
1.292914	68625010.000000	15.560000	26.137446	
1.315178	68625010.000000	29.970000	26.524527	
1.287357	68625010.000000	15.510000	26.145794	
1.173726	68625010.000000	10.020000	25.879790	
1.725085	68625010.000000	10.000000	26.103576	
2.813577	68625010.000000	9.780000	25.727401	
1.817185	68625010.000000	28.170000	26.211252	
1.298616	68625010.000000	11.430000	26.169051	
1.279529	69210236.000000	10.070000	26.585817	
1.092283	69210236.000000	11.500000	26.413783	
1.189905	69210236.000000	11.730000	26.509277	
1.173395	69210236.000000	16.880000	26.289255	
1.772731	69210236.000000	29.720000	26.707613	
1.760341	69210236.000000	11.970000	26.536904	
1.020352	69210236.000000	20.110000	26.671382	
1.132129	69210236.000000	10.160000	26.557561	
1.387077	69210236.000000	23.590000	26.231600	
1.569350	69210236.000000	24.740000	26.888569	
1.001740	69210236.000000	17.950000	26.556106	
1.015869	69210236.000000	25.140000	26.491708	
1.157858	69210236.000000	19.170000	26.883034	
1.715353	69210236.000000	16.230000	26.628778	
1.233151	69210236.000000	10.810000	26.620491	
1.130503	69210236.000000	27.720000	26.788209	
1.059662	69210236.000000	23.360000	26.780916	
1.295838	69210236.000000	20.160000	26.300267	
1.062664	69210236.000000	13.510000	27.030543	
1.082014	69210236.000000	10.430000	26.768556	
1.037505	69210236.000000	26.290000	26.768159	
1.076750	69210236.000000	25.040000	26.642913	
0.982760	69210236.000000	15.150000	26.285174	
1.109841	69210236.000000	23.210000	26.317889	
1.151558	69210236.000000	29.440000	26.588943	
1.051662	69210236.000000	15.040000	26.499426	
1.000290	69210236.000000	17.810000	27.115007	
2.390523	69210236.000000	16.830000	27.027976	
1.243891	69210236.000000	10.390000	26.486768	
0.977274	69210236.000000	21.900000	26.801217	
1.470563	69593862.000000	15.330000	26.849685	
1.301788	69593862.000000	26.230000	26.891205	
1.246128	69593862.000000	19.340000	26.966162	
1.147427	69593862.000000	17.100000	26.668805	
1.160311	69593862.000000	24.660000	26.552689	
1.110155	69593862.000000	11.250000	27.437886	
1.135772	69593862.000000	11.980000	26.752036	
1.335833	69593862.000000	21.630000	27.207104	
1.260655	69593862.000000	11.930000	27.085147	
2.649793	69593862.000000	32.970000	26.849980	
2.555064	69593862.000000	10.190000	26.903001	
1.516593	69593862.000000	15.840000	26.880950	
1.118709	69593862.000000	14.950000	27.097651	
1.569661	69593862.000000	21.420000	27.086238	
1.177341	69593862.000000	10.010000	26.875882	
1.172186	69593862.000000	19.260000	26.581643	
1.140191	69593862.000000	10.140000	27.181167	
1.129414	69593862.000000	21.320000	26.770462	
1.141570	69593862.000000	10.000000	26.246218	
1.373117	69593862.000000	19.900000	26.999826	
3.395049	69593862.000000	17.530000	27.037019	
2.119930	69593862.000000	18.890000	27.072576	
1.541851	69593862.000000	10.530000	27.023678	
2.572638	69593862.000000	11.700000	26.460575	
1.525457	69593862.000000	23.330000	26.514006	
1.919426	69593862.000000	17.030000	26.689775	
1.377654	69593862.000000	12.400000	26.868226	
1.311837	69593862.000000	10.010000	26.669142	
3.088840	69593862.000000	11.390000	26.852413	
2.634244	69593862.000000	16.390000	26.875013	
nan	68982160.000000	21.320000	21.364041	
nan	68982160.000000	33.070000	20.876006	
nan	68982160.000000	28.120000	21.260525	
nan	68982160.000000	35.610000	21.175164	
nan	68982160.000000	41.820000	21.339487	
nan	68982160.000000	37.430000	21.495337	
nan	68982160.000000	32.110000	21.578839	
nan	68982160.000000	45.560000	21.515087	
nan	68982160.000000	28.850000	21.156634	
nan	68982160.000000	46.320000	21.207865	
nan	68982160.000000	33.820000	21.520416	
nan	68982160.000000	39.330000	21.616427	
nan	68982160.000000	45.060000	21.451771	
nan	68982160.000000	45.630000	21.402452	
nan	68982160.000000	53.400000	21.885891	
nan	68982160.000000	53.010000	21.550651	
nan	68982160.000000	52.800000	21.771133	
nan	68982160.000000	56.740000	21.817883	
nan	68982160.000000	52.810000	21.090676	
nan	68982160.000000	45.730000	21.230915	
nan	68982160.000000	43.020000	21.861743	
nan	68982160.000000	39.070000	20.939950	
nan	68982160.000000	48.500000	21.711867	
nan	68982160.000000	54.670000	21.687580	
nan	68982160.000000	55.780000	21.567654	
nan	68982160.000000	47.630000	21.798345	
nan	68982160.000000	43.310000	21.324733	
nan	68982160.000000	49.560000	21.454822	
nan	68982160.000000	54.030000	21.374413	
nan	68982160.000000	54.170000	21.575002	
