Regularisierer	Zielgroesse	Top1	Trainingszeit	
8.132104	68862592.000000	38.390000	21.976254	
7.962301	68862592.000000	44.600000	24.677050	
7.792175	68862592.000000	48.520000	22.917978	
7.622164	68862592.000000	53.690000	22.580614	
7.452219	68862592.000000	54.580000	23.285549	
7.282458	68862592.000000	57.210000	23.063623	
7.112830	68862592.000000	58.580000	23.062133	
6.943441	68862592.000000	62.150000	23.871173	
6.774166	68862592.000000	60.610000	23.423429	
6.605064	68862592.000000	65.650000	23.407686	
6.436346	68862592.000000	65.040000	23.075704	
6.267765	68862592.000000	65.690000	23.253971	
6.099483	68862592.000000	66.430000	23.153104	
5.931556	68862592.000000	66.860000	23.693110	
5.763723	68862592.000000	70.220000	24.111733	
5.596203	68862592.000000	69.160000	23.585531	
5.429209	68862592.000000	73.320000	23.118391	
5.262516	68862592.000000	70.790000	23.908987	
5.096360	68862592.000000	74.440000	23.055604	
4.930969	68862592.000000	73.820000	23.385363	
4.766484	68862592.000000	73.810000	23.526299	
4.603279	68862592.000000	74.830000	23.382445	
4.441203	68862592.000000	74.910000	23.372555	
4.280534	68862592.000000	76.710000	23.424931	
4.122721	68862592.000000	76.720000	22.854017	
3.967867	68862592.000000	77.340000	23.444025	
3.819393	68862592.000000	77.920000	23.431925	
3.682225	68862592.000000	77.790000	23.295946	
3.566613	68862592.000000	69.390000	23.482843	
3.466203	68862592.000000	69.260000	23.808109	
0.000000	461008.000000	0.000000	0.000000	
3.346735	67977856.000000	26.640000	23.455775	
3.231679	67977856.000000	20.030000	23.133424	
3.136830	67977856.000000	53.330000	23.496347	
3.050483	67977856.000000	49.750000	23.057095	
2.968771	67977856.000000	48.440000	22.623176	
2.889176	67977856.000000	61.330000	23.779240	
2.812521	67977856.000000	64.190000	23.599609	
2.736638	67977856.000000	55.290000	23.690965	
2.661811	67977856.000000	64.210000	23.924442	
2.588888	67977856.000000	62.270000	23.495504	
2.515962	67977856.000000	65.180000	23.580933	
2.445187	67977856.000000	63.230000	23.052856	
2.373485	67977856.000000	63.240000	22.580215	
2.303998	67977856.000000	66.500000	23.712731	
2.234776	67977856.000000	73.920000	22.759475	
2.166183	67977856.000000	68.510000	23.704948	
2.098280	67977856.000000	69.550000	23.323677	
2.031156	67977856.000000	66.880000	23.102552	
1.963970	67977856.000000	73.910000	23.504423	
1.898592	67977856.000000	70.660000	23.619721	
1.834127	67977856.000000	70.700000	23.547238	
1.771007	67977856.000000	74.950000	23.312425	
1.711321	67977856.000000	67.690000	23.606264	
1.655398	67977856.000000	76.140000	23.097766	
1.604520	67977856.000000	73.440000	24.296284	
1.561067	67977856.000000	67.910000	22.897857	
1.522987	67977856.000000	68.980000	22.670322	
1.487952	67977856.000000	75.100000	23.023889	
1.455171	67977856.000000	63.890000	23.255342	
1.424108	67977856.000000	65.180000	23.432660	
0.000000	440848.000000	0.000000	0.000000	
2.946211	68405954.000000	53.200000	24.972928	
2.881613	68405954.000000	73.530000	24.887360	
2.818517	68405954.000000	59.310000	25.436974	
2.757361	68405954.000000	74.920000	24.467522	
2.695999	68405954.000000	70.820000	25.035422	
2.635488	68405954.000000	68.600000	25.248042	
2.576912	68405954.000000	55.260000	25.180457	
2.518336	68405954.000000	76.570000	24.368034	
