LearningRate	TrainLoss	ValidLoss	AvgAcc. 	TrainAcc.	ValidAcc.	TrainEpochTime(s)	TestEpochTime(s)	
0.100000	0.455843	0.687516	66.830220	84.220000	77.560000	16.635244	1.067449	
0.100000	0.444250	1.303506	67.134841	84.686000	63.690000	16.157268	1.082257	
0.100000	0.447897	0.628066	66.446737	84.450000	78.930000	15.768525	1.072540	
0.100000	0.446273	0.570367	66.869800	84.598000	81.330000	16.011320	0.979757	
0.100000	0.438077	0.772190	67.396977	84.900000	76.680000	15.935257	1.036711	
0.100000	0.437707	0.629815	70.323323	84.944000	79.850000	16.135130	1.107431	
0.100000	0.432543	0.622417	72.192741	85.034000	80.170000	16.412765	1.082956	
0.100000	0.431570	0.711238	72.788358	85.016000	75.660000	17.065937	1.073946	
0.100000	0.428565	0.905301	74.543563	85.226000	73.120000	15.776486	0.936060	
0.100000	0.419616	0.565325	74.210303	85.502000	81.650000	15.902091	1.077141	
0.100000	0.420869	0.619795	75.557653	85.684000	80.710000	16.774014	1.074854	
0.100000	0.419546	0.780437	75.521430	85.524000	75.780000	16.456419	0.967395	
0.100000	0.414975	0.615006	76.122141	85.696000	79.740000	16.718632	1.050211	
0.100000	0.413762	0.657029	75.641417	85.690000	79.690000	15.706265	1.061323	
0.100000	0.408432	0.575029	77.027305	85.904000	81.300000	15.975429	1.646182	
0.100000	0.414694	1.176621	77.152618	85.578000	67.540000	16.302998	1.120894	
0.100000	0.414647	0.638842	76.081417	85.678000	78.710000	15.855268	0.982332	
0.100000	0.404199	0.965280	76.078975	86.038000	71.160000	19.274270	1.075452	
0.100000	0.410388	0.728742	76.107124	85.858000	76.580000	16.928360	1.076793	
0.100000	0.405129	0.894061	76.432538	85.974000	73.000000	16.450208	0.954322	
0.100000	0.401519	0.969839	75.897385	86.088000	71.310000	17.022150	1.027687	
0.100000	0.403458	0.588326	75.864527	85.986000	80.570000	17.275223	1.076847	
0.100000	0.401642	0.537443	74.572146	86.042000	82.220000	15.841341	1.121366	
0.100000	0.398069	0.668303	75.552729	86.110000	79.200000	16.053210	1.331402	
0.100000	0.395157	0.637184	76.745034	86.380000	79.400000	16.140251	1.099039	
0.100000	0.397440	0.461796	77.231466	86.208000	84.020000	16.604051	1.140714	
0.100000	0.396197	0.645513	77.626068	86.206000	79.160000	16.642205	1.242393	
0.100000	0.392575	0.759024	77.370855	86.476000	76.410000	16.871413	1.078536	
0.100000	0.394287	0.662226	77.541609	86.446000	79.700000	16.468560	1.125302	
0.100000	0.394696	0.610483	77.842769	86.310000	80.110000	16.654900	1.067930	
0.100000	0.393164	1.060187	75.983973	86.388000	70.230000	15.996938	1.080909	
0.100000	0.395806	0.912436	77.815867	86.404000	74.280000	16.559346	1.196135	
0.100000	0.386648	0.662294	77.934694	86.730000	78.310000	16.573929	1.099092	
0.100000	0.391135	0.688893	77.286696	86.436000	77.460000	16.212686	1.099956	
0.100000	0.384085	0.588674	77.756137	86.766000	80.630000	16.820347	1.013311	
0.100000	0.384989	0.653372	77.987807	86.742000	78.940000	16.711118	1.305177	
0.100000	0.381511	0.940367	77.397267	86.776000	72.760000	16.618916	1.097428	
0.100000	0.392594	0.594760	76.730902	86.404000	80.390000	16.753784	1.153405	
0.100000	0.385188	0.666376	78.200083	86.620000	79.560000	16.924520	1.148572	
0.100000	0.384392	0.572226	78.151931	86.718000	80.980000	16.442113	1.166911	
0.100000	0.383060	0.633716	77.621699	86.762000	79.720000	16.091737	1.071135	
0.100000	0.385396	0.514433	78.329537	86.696000	83.210000	16.808449	1.164173	
0.100000	0.383613	0.615282	78.637178	86.684000	80.340000	16.704112	1.551116	
0.100000	0.384348	0.507381	78.979781	86.882000	82.730000	16.984597	1.083693	
0.100000	0.382158	0.576893	77.232564	86.864000	80.760000	16.816560	1.256129	
0.100000	0.375525	0.703671	79.074893	86.960000	77.180000	17.807626	1.330549	
0.100000	0.375403	0.812196	77.861202	86.902000	76.000000	17.980283	1.538300	
0.100000	0.379737	0.575021	78.524648	86.924000	80.800000	18.259081	1.175352	
0.100000	0.378250	0.546763	78.153915	86.764000	81.890000	17.816894	1.196436	
0.100000	0.385140	0.490828	78.150643	86.688000	83.310000	17.608084	1.297022	
0.100000	0.370907	0.705941	79.822145	87.164000	76.770000	17.906468	1.303849	
0.100000	0.377932	0.639025	79.863759	86.878000	79.890000	18.532512	1.353907	
0.100000	0.376762	0.809701	79.428876	86.962000	74.510000	17.826191	1.233465	
0.100000	0.370251	0.767300	79.140442	87.186000	77.860000	17.724348	1.317849	
0.100000	0.374410	0.754203	79.725707	87.188000	76.370000	18.044983	1.311222	
0.100000	0.368722	0.606449	78.806640	87.402000	80.450000	17.700757	1.299737	
0.100000	0.376601	0.562863	78.515119	87.116000	81.720000	17.782509	1.234368	
0.100000	0.373439	0.641428	79.197493	87.162000	79.670000	17.667025	1.148151	
0.100000	0.364091	0.708692	79.287248	87.344000	77.430000	17.507385	1.206249	
0.100000	0.368056	0.622881	77.739157	87.366000	80.880000	17.817029	1.225754	
0.100000	0.364308	0.578750	78.527267	87.536000	80.830000	18.049370	1.270356	
0.100000	0.378913	0.651337	79.258413	87.074000	78.980000	17.686751	1.411654	
0.100000	0.368945	0.525572	79.117574	87.264000	82.410000	17.922770	1.165402	
0.100000	0.370775	0.531787	79.788248	87.094000	82.900000	18.149979	1.239114	
0.100000	0.374930	0.630711	79.744698	87.178000	79.630000	17.304951	1.177281	
0.100000	2.293814	2.392842	78.843907	12.180000	11.350000	30.822005	2.092707	
0.100000	1.996000	1.902166	75.592466	21.726000	25.760000	31.210838	2.115889	
0.100000	1.791861	1.751898	72.257482	29.424000	31.060000	31.454135	2.220598	
0.100000	1.650652	4.084927	69.804858	35.560000	21.760000	31.178190	2.142114	
0.100000	1.513768	1.751839	66.523042	42.366000	40.630000	31.160599	2.169948	
0.100000	1.388937	1.463993	65.357043	48.156000	46.770000	30.633544	2.090928	
0.100000	1.294146	2.200907	63.742987	52.078000	35.260000	31.514901	2.515139	
0.100000	1.221681	1.563479	62.250877	54.884000	47.930000	30.748862	2.185041	
0.100000	1.162461	1.225258	61.042163	57.540000	57.070000	30.966515	2.445696	
0.100000	1.082945	1.471251	60.268364	60.594000	52.890000	30.621679	2.387346	
0.100000	1.033625	1.258261	59.621758	62.780000	56.400000	31.204964	2.634496	
0.100000	0.972513	1.146597	60.107798	64.908000	60.240000	31.002131	2.182048	
0.100000	0.929481	1.656810	60.273900	66.706000	51.170000	30.973044	2.031486	
0.100000	0.891178	1.153055	59.891829	67.966000	62.190000	30.485650	2.017231	
0.100000	0.855852	1.495770	59.094665	69.356000	58.690000	30.670567	2.314094	
0.100000	0.820507	1.029813	59.519590	70.626000	63.780000	30.944970	2.112882	
0.100000	0.780166	1.357953	59.016714	72.286000	58.850000	30.808135	2.092217	
0.100000	0.762915	0.908155	59.490239	72.936000	67.370000	31.347473	2.114733	
0.100000	0.737060	0.877934	59.783214	74.000000	70.490000	30.324681	2.121299	
0.100000	0.699289	1.186050	61.063786	75.320000	63.290000	30.354631	2.166140	
0.100000	0.683732	0.950954	61.391006	75.954000	69.930000	30.623680	2.019955	
0.100000	0.658043	0.915472	61.645557	76.774000	69.240000	30.319954	2.209522	
0.100000	0.633845	1.157223	61.811703	77.622000	63.700000	31.155795	2.207090	
0.100000	0.617210	0.791042	62.432266	78.474000	72.280000	30.735485	2.821521	
0.100000	0.594908	0.666758	63.060376	78.948000	77.200000	30.347122	2.048652	
0.100000	0.582989	0.689575	63.705171	79.574000	75.930000	30.446106	2.575482	
0.100000	0.561906	0.795871	64.989716	80.400000	74.040000	30.442112	2.090566	
0.100000	0.543487	1.149614	65.644440	80.954000	65.790000	30.675172	2.127608	
0.100000	0.538017	0.873129	65.181115	81.468000	71.860000	30.475456	2.164227	
0.100000	0.523282	0.708713	55.741348	81.780000	76.200000	30.740895	2.429254	
0.100000	0.508831	0.711468	59.144393	82.206000	76.800000	31.006258	2.062297	
0.100000	0.498838	0.734381	61.049640	82.670000	76.720000	30.211401	2.228396	
0.100000	0.491583	0.674279	60.716209	83.028000	77.810000	29.982035	2.039453	
0.100000	0.482966	0.593434	64.546911	83.228000	79.550000	30.402133	2.335475	
0.100000	0.472575	0.931334	66.402460	83.612000	72.220000	30.245110	2.036104	
0.100000	0.457267	0.665168	65.113881	84.076000	78.280000	30.316307	2.185931	
0.100000	0.447912	0.631989	67.794903	84.388000	79.020000	31.003706	2.118850	
0.100000	0.441743	0.554179	69.840396	84.544000	80.830000	30.497109	2.279562	
0.100000	0.435496	0.760608	69.945135	84.832000	76.140000	30.692809	2.537806	
0.100000	0.423127	0.675261	70.852215	85.212000	77.830000	30.925452	2.456695	
0.100000	0.417282	0.787358	71.857511	85.520000	76.320000	30.655571	2.134112	
0.100000	0.410102	0.696096	70.834240	85.724000	78.360000	31.211687	2.074025	
0.100000	0.404503	0.625641	72.912841	85.892000	80.510000	30.710604	2.648394	
0.100000	0.395388	0.816307	72.897015	86.176000	75.250000	30.025290	2.157821	
0.100000	0.390026	0.713897	73.784639	86.370000	79.140000	30.631854	2.564211	
0.100000	0.385449	0.558004	73.417458	86.580000	82.210000	30.126332	2.204920	
0.100000	0.374572	0.560839	75.216383	86.916000	81.920000	30.293242	2.106168	
0.100000	0.366891	0.566260	76.099907	87.250000	81.780000	30.266145	2.236710	
0.100000	0.361578	0.584186	75.425521	87.324000	80.880000	30.359493	2.113968	
0.100000	0.357197	0.710179	76.737312	87.594000	78.880000	30.388527	2.181076	
0.100000	0.360045	0.625390	76.775802	87.424000	79.720000	30.340237	2.977480	
0.100000	0.342443	0.565322	76.164879	88.028000	81.760000	30.640380	1.995668	
0.100000	0.344774	0.664637	77.766193	87.926000	80.480000	30.116989	2.234605	
0.100000	0.342614	0.557572	78.652520	88.008000	82.330000	31.060287	2.191602	
0.100000	0.337369	0.526302	78.706184	88.238000	83.210000	30.816675	2.196318	
0.100000	0.331462	0.508125	78.723531	88.400000	83.450000	30.258127	2.059390	
0.100000	0.322448	0.621461	77.835832	88.660000	80.750000	30.951313	2.124383	
0.100000	0.318267	0.635620	78.901331	88.872000	80.480000	29.962743	2.822974	
0.100000	0.317696	0.672489	79.630578	88.958000	79.410000	30.273812	2.167790	
0.100000	0.319252	0.743457	79.703084	88.982000	79.290000	30.126234	2.547704	
0.100000	0.308345	0.487275	79.664869	89.186000	84.000000	30.272584	1.994453	
0.100000	0.300078	0.633662	80.102127	89.616000	80.300000	30.020492	2.255651	
0.100000	0.299415	0.556891	80.366430	89.374000	82.980000	31.048910	2.428417	
0.100000	0.296974	0.504283	79.475411	89.588000	83.830000	29.966886	2.097759	
0.100000	0.292102	0.691774	80.632395	89.604000	79.560000	30.775804	2.075547	
0.100000	0.291932	0.574556	80.670184	89.626000	82.160000	29.618819	2.287118	
0.100000	0.286500	0.633758	81.027958	89.866000	80.930000	31.436409	2.130230	
0.100000	0.281817	0.495696	80.343644	90.102000	84.520000	30.309961	2.124048	
0.100000	0.274353	0.522801	80.857395	90.340000	84.230000	30.279137	2.120649	
0.100000	0.270894	0.578370	80.856695	90.514000	82.520000	30.224564	2.326222	
0.100000	0.272895	0.464320	81.258910	90.372000	85.650000	30.308788	2.035249	
0.100000	0.264105	0.462830	81.853014	90.786000	84.810000	30.192267	1.987569	
0.100000	0.268049	0.488970	81.283393	90.654000	84.800000	30.237873	2.324310	
0.100000	0.261575	0.554175	82.072616	90.664000	83.630000	30.229119	2.058003	
0.100000	0.252561	0.564393	82.616896	91.112000	83.290000	30.743021	2.253670	
0.100000	0.253997	0.552628	82.618399	91.062000	83.540000	29.989475	2.417119	
0.100000	0.251333	0.461227	82.657619	91.154000	85.530000	30.487873	2.154673	
0.100000	0.249021	0.464155	82.712828	91.224000	85.320000	30.375540	2.037614	
0.100000	0.242895	0.446289	82.591910	91.444000	85.980000	30.421439	2.174942	
0.100000	0.244963	0.512653	82.931928	91.344000	83.890000	30.130408	2.095711	
0.100000	0.242942	0.561160	83.288645	91.310000	83.970000	31.239549	2.085705	
0.100000	0.234413	0.613135	83.147564	91.714000	83.020000	30.375256	2.085909	
0.100000	0.235267	0.477860	83.406773	91.710000	85.710000	30.678443	2.169594	
0.100000	0.231506	0.503565	83.682583	91.812000	84.680000	30.190211	2.113713	
0.100000	0.228098	0.512115	83.781627	91.964000	84.760000	30.692367	2.064678	
0.100000	0.227752	0.429685	83.454432	92.042000	86.710000	30.497990	2.192065	
0.100000	0.226217	0.472884	83.625437	91.992000	85.950000	29.925855	2.198001	
0.100000	0.216602	0.489656	83.620728	92.296000	85.310000	31.112699	2.432847	
0.100000	0.219348	0.556059	83.712366	92.304000	84.490000	30.153904	2.142658	
0.100000	0.214071	0.683812	84.443420	92.538000	82.740000	29.902816	2.178171	
