LearningRate	TrainLoss	ValidLoss	AvgAcc. 	TrainAcc.	ValidAcc.	TrainEpochTime(s)	TestEpochTime(s)		
0.100000	1.745793	1.508760	44.900000	34.248000	44.900000	20.114888	1.117653	
0.100000	1.214296	1.357615	44.900000	55.772000	55.010000	20.068075	1.105218	
0.100000	0.955539	1.061895	49.955000	65.828000	63.080000	19.556696	1.071597	
0.100000	0.812878	1.111120	54.598400	71.340000	64.180000	20.284126	1.083868	
0.100000	0.719625	0.814448	56.864444	74.902000	72.690000	19.957064	1.086803	
0.100000	0.650992	0.709484	60.477526	77.256000	76.010000	23.639891	1.417981	
0.100000	0.595326	1.008110	63.316514	79.340000	67.940000	24.065010	1.371186	
0.100000	0.571218	0.793995	63.266634	80.244000	72.950000	24.098947	1.386226	
0.100000	0.545348	0.967073	64.325093	81.188000	70.750000	24.253836	1.399547	
0.100000	0.521861	0.783317	64.667307	81.888000	74.190000	24.082457	1.383563	
0.100000	0.498098	0.753231	65.516173	82.898000	74.390000	24.092383	1.351992	
0.100000	0.487694	0.638296	66.175822	83.066000	78.130000	24.585112	1.398258	
0.100000	0.473306	0.545380	67.215822	83.714000	81.650000	23.895087	1.366936	
0.100000	0.467831	0.776644	68.481054	84.008000	76.540000	24.421519	1.367491	
0.100000	0.450072	0.868889	68.824575	84.396000	73.140000	24.880174	1.393030	
0.100000	0.437484	0.609512	68.713545	84.814000	79.210000	24.330580	1.400725	
0.100000	0.435279	0.612770	69.320326	85.064000	80.140000	24.681860	1.389730	
0.100000	0.425302	0.779574	69.914849	85.246000	76.160000	24.253605	1.382234	
0.100000	0.422017	0.642958	70.008954	85.464000	79.310000	24.378122	1.384910	
0.100000	0.412175	1.016123	70.398360	85.894000	70.530000	24.512925	1.381084	
0.100000	0.403224	0.714900	69.930853	86.074000	76.890000	24.231569	1.368091	
0.100000	0.404713	0.712341	70.105563	86.050000	78.180000	24.504424	1.403669	
0.100000	0.392278	0.707639	70.365731	86.486000	76.710000	24.235242	1.384090	
0.100000	0.385966	0.561911	70.473357	86.686000	81.610000	24.470207	1.406972	
0.100000	0.384970	0.531296	70.947216	86.808000	82.430000	24.668927	1.381087	
0.100000	0.366652	0.908333	71.417826	87.270000	71.540000	24.391989	1.417284	
