LearningRate	TrainLoss	ValidLoss	AvgAcc.		TrainAcc.	ValidAcc.		TrainEpochTime(s)	TestEpochTime(s)	
0.100000	1.785287	1.620194	41.520000	32.016000	41.520000	20.181316	1.134078	
0.100000	1.306707	1.203419	41.520000	52.148000	57.410000	20.121517	1.138914	
0.100000	1.016652	1.070711	49.465000	63.498000	63.390000	24.192166	1.427613	
0.100000	0.863009	0.834209	54.081600	69.418000	71.330000	24.215819	1.437101	
0.100000	0.748012	0.820108	58.670741	73.798000	71.500000	24.193568	1.436430	
0.100000	0.667561	0.883708	61.011953	76.738000	71.120000	23.976095	1.409693	
0.100000	0.618060	1.058271	62.296807	78.476000	69.060000	24.084645	1.406928	
0.100000	0.588232	0.680749	62.686705	79.610000	77.000000	24.049016	1.417111	
0.100000	0.547328	0.774869	64.589553	81.102000	75.260000	24.028660	1.443941	
0.100000	0.533717	0.806231	65.564078	81.556000	73.990000	24.076837	1.430752	
0.100000	0.521162	0.935157	66.064728	82.036000	70.280000	24.030969	1.446226	
0.100000	0.495733	0.755910	65.886866	83.050000	76.430000	24.193612	1.436612	
0.100000	0.483359	0.640826	66.667840	83.240000	78.280000	24.285836	1.426905	
0.100000	0.474656	0.588974	67.515145	83.738000	79.850000	24.311677	1.421932	
0.100000	0.455661	0.576750	68.373565	84.308000	80.310000	24.189415	1.462901	
0.100000	0.454782	0.784822	69.109482	84.386000	75.220000	24.317605	1.458917	
0.100000	0.442049	0.570689	69.139565	84.846000	80.880000	24.146938	1.408829	
0.100000	0.437130	0.672647	69.776712	84.952000	78.760000	24.193434	1.428691	
0.100000	0.424504	0.722148	70.091164	85.468000	76.530000	24.214405	1.457761	
0.100000	0.426134	0.843550	70.147761	85.422000	73.850000	24.151210	1.441042	
0.100000	0.412755	0.912843	69.962030	85.714000	72.710000	24.121382	1.604775	
0.100000	0.404455	0.556595	69.718065	85.924000	81.390000	24.136590	1.501863	
0.100000	0.403968	0.726518	70.244282	86.244000	77.460000	24.263731	1.430431	
0.100000	0.406924	0.690658	70.378766	85.908000	78.600000	24.093698	1.449193	
0.100000	0.398649	0.559657	70.586343	86.312000	81.100000	24.050033	1.444642	
0.100000	0.385962	0.668623	70.954014	86.772000	79.440000	24.203431	1.406883	
0.100000	0.382588	0.701467	71.156285	86.944000	78.960000	24.130143	1.430772	
0.100000	0.385969	0.619274	71.302826	86.716000	80.050000	24.281839	1.417839	
0.100000	0.368009	0.874300	71.507283	87.288000	73.210000	24.172715	1.413086	
0.100000	0.378481	0.592458	71.248570	87.116000	80.710000	24.118968	1.453812	
0.100000	0.359737	0.613937	74.156068	87.688000	80.430000	24.155199	1.430309	
0.100000	0.370480	0.566533	75.425316	87.254000	81.850000	24.185247	1.415868	
0.100000	0.363028	0.762632	76.987631	87.444000	77.470000	24.193433	1.421330	
0.100000	0.359907	0.698275	77.043327	87.568000	78.030000	24.142187	1.437584	
0.100000	0.354438	0.985996	77.052050	87.962000	71.500000	24.055153	1.395222	
0.100000	0.355817	0.540337	76.396056	87.758000	82.720000	24.153553	1.435626	
0.100000	0.352967	0.699638	77.951871	87.730000	78.640000	24.300021	1.431852	
0.100000	0.350907	0.676510	77.744729	87.856000	78.930000	24.263683	1.432635	
0.100000	0.341517	0.589256	77.637605	88.234000	80.730000	24.261913	1.467412	
0.100000	0.354579	0.889515	77.300791	87.934000	74.220000	24.249108	1.439024	
0.100000	0.343606	0.841417	77.991084	88.208000	73.670000	24.214228	1.418839	
0.100000	0.342404	0.635621	77.979743	88.352000	80.730000	24.094716	1.408714	
0.100000	0.337541	0.635785	78.384141	88.460000	80.450000	24.141183	1.406813	
0.100000	0.346961	0.767168	78.583920	88.078000	75.880000	24.300542	1.448653	
0.100000	0.339749	0.607012	77.673656	88.270000	79.690000	24.277766	1.430790	
0.100000	0.337450	0.531753	78.621961	88.460000	82.720000	24.218539	1.418279	
0.100000	0.326404	0.606215	78.579880	88.762000	81.370000	24.192202	1.501173	
0.100000	0.334634	0.654960	78.437515	88.536000	78.680000	24.033673	1.408065	
0.100000	0.325826	0.757308	78.065735	88.768000	75.850000	24.229880	1.446260	
0.100000	0.328641	0.527969	77.757984	88.776000	83.100000	24.222634	1.442044	
0.100000	0.325281	1.030321	79.357424	88.904000	69.980000	24.246294	1.433001	
0.100000	0.327853	0.518816	78.184302	88.796000	83.540000	24.115452	1.421906	
0.100000	0.322530	0.490168	78.694631	88.834000	84.450000	24.068913	1.432480	
0.100000	0.326660	0.640990	79.427349	88.802000	80.550000	24.047161	1.402020	
0.100000	0.326992	0.634193	79.259806	88.832000	80.290000	24.159210	1.427890	
0.100000	0.331470	0.568677	79.256881	88.702000	81.460000	24.223087	1.408516	
0.100000	0.312045	0.532781	79.556590	89.232000	82.280000	24.061715	1.419806	
0.100000	0.321751	0.485619	78.743492	88.908000	83.710000	23.974051	1.429497	
0.100000	0.308367	0.576475	80.148124	89.278000	81.500000	24.060687	1.429760	
0.100000	0.320898	0.553299	80.194865	89.120000	82.740000	24.169585	1.406440	
0.100000	0.312308	0.632702	80.564344	89.316000	80.860000	24.036216	1.411731	
0.100000	0.319273	0.537706	79.950239	89.078000	82.570000	24.172153	1.456200	
0.100000	0.311503	0.561353	80.200211	89.184000	81.880000	24.088777	1.459532	
0.100000	0.319185	0.520080	79.364597	89.114000	82.690000	24.282184	1.442551	
0.100000	0.302903	0.478742	81.201120	89.654000	84.930000	23.977125	1.481498	
0.100000	0.311119	0.442082	80.851882	89.250000	85.340000	24.251442	1.525114	
0.100000	0.308138	0.637013	81.183360	89.390000	80.650000	24.034023	1.419341	
0.100000	0.315047	0.584257	81.409161	89.228000	81.760000	24.204280	1.542994	
0.100000	0.308784	0.615930	80.490700	89.284000	81.300000	24.147636	1.475993	
0.100000	0.311065	0.554715	80.463404	89.340000	82.270000	24.294387	1.445614	
0.100000	0.296348	0.512618	81.600563	89.682000	84.090000	24.221501	1.452287	
0.100000	0.310996	0.585955	81.720695	89.212000	81.460000	24.179310	1.410282	
0.100000	0.302161	0.505147	81.043229	89.550000	83.530000	24.224459	1.436020	
0.100000	0.305122	0.504953	81.754446	89.502000	84.100000	24.178866	1.436534	
0.100000	0.293830	0.560032	82.343793	89.862000	82.000000	24.190578	1.447715	
0.100000	0.305007	0.480078	82.126455	89.536000	84.010000	24.243909	1.440840	
0.100000	0.294960	0.535137	81.859104	89.836000	83.170000	24.152678	1.412726	
0.100000	0.308716	0.582669	81.534568	89.416000	81.570000	24.206845	1.419910	
0.100000	0.300504	0.503595	82.584925	89.694000	83.370000	24.016807	1.419414	
0.100000	0.309831	0.536852	80.738928	89.238000	83.500000	24.199954	1.425787	
0.100000	0.301168	0.462815	82.877316	89.616000	85.000000	24.077463	1.410156	
0.100000	0.297686	0.431121	83.145815	89.904000	86.070000	24.041486	1.427233	
0.100000	0.298824	0.612967	82.770682	89.822000	80.900000	24.107318	1.418781	
0.100000	0.301332	0.478581	82.612406	89.684000	84.310000	24.128873	1.435980	
0.100000	0.293800	0.514448	82.891066	89.904000	83.890000	24.243585	1.446661	
0.100000	0.296883	0.621363	83.074054	89.740000	80.500000	24.228871	1.451033	
0.100000	0.296758	0.470381	83.114709	89.798000	84.050000	24.070537	1.435168	
0.100000	0.297921	0.583617	82.855569	89.744000	81.710000	24.134386	1.406716	
0.100000	0.285676	0.460725	82.960918	90.242000	84.970000	24.093891	1.491422	
0.100000	0.295775	0.567873	82.818760	89.816000	82.110000	24.041275	1.490512	
