LearningRate	TrainLoss	ValidLoss	TrainAcc.	ValidAcc.	TrainEpochTime(s)	TestEpochTime(s)	
0.100000	1.706216	1.681096	36.154000	41.790000	17.152012	1.010124	
0.100000	1.267924	1.625814	53.960000	43.890000	17.334892	1.010485	
0.100000	1.067970	1.506253	61.604000	52.090000	17.426524	0.957426	
0.100000	0.926458	1.074415	67.060000	62.660000	17.247537	0.989609	
0.100000	0.838034	1.274415	70.532000	61.400000	17.373842	1.049120	
0.100000	0.758903	0.937641	73.300000	68.910000	17.232511	0.963465	
0.100000	0.722932	0.938573	74.918000	67.540000	17.335797	1.002690	
0.100000	0.682672	1.155872	76.308000	65.650000	17.216506	1.006989	
0.100000	0.654340	1.049175	77.256000	67.890000	17.188134	0.974796	
0.100000	0.634020	0.921363	78.140000	70.020000	17.287199	0.981687	
0.100000	0.599627	1.041547	79.188000	68.420000	17.223520	0.977479	
0.100000	0.592291	1.046345	79.750000	67.920000	17.242568	0.976762	
0.100000	0.585945	0.866323	79.680000	71.490000	17.260453	1.009100	
0.100000	0.570748	0.849491	80.418000	71.970000	17.084628	1.005745	
0.100000	0.558343	0.918995	80.708000	71.860000	17.010447	1.006102	
0.100000	0.547508	0.839340	81.246000	73.470000	17.590568	0.998078	
0.100000	0.538108	0.912335	81.438000	71.930000	17.550953	1.013927	
0.100000	0.534072	0.814905	81.740000	73.160000	17.705512	0.999052	
0.100000	0.520022	1.460692	82.014000	62.250000	17.651165	0.992239	
0.100000	0.518087	0.876723	81.992000	72.320000	17.692905	0.981134	
0.100000	0.505150	0.989294	82.582000	70.540000	17.363191	0.973567	
0.100000	0.507077	0.831698	82.468000	74.190000	17.329957	0.992286	
0.100000	0.504706	0.888517	82.586000	71.380000	17.132561	1.089350	
0.100000	0.493748	1.324604	83.030000	60.290000	17.400431	0.997657	
0.100000	0.496489	0.635161	82.936000	78.610000	17.355912	1.001920	
0.100000	0.486028	0.693173	83.054000	77.850000	17.190407	0.980374	
0.100000	0.485631	0.729404	83.368000	75.410000	17.228029	0.985299	
0.100000	0.489346	0.530882	83.344000	81.650000	17.272527	1.009127	
0.100000	0.482399	0.877936	83.430000	72.460000	17.220200	1.000845	
0.100000	0.479289	0.744117	83.450000	74.700000	17.056195	0.970199	
0.100000	0.465584	0.769769	83.954000	75.760000	16.978459	1.052670	
0.100000	0.472698	0.708443	83.916000	76.900000	17.073422	0.987982	
